ru,data,refeicao,id_preparacao,tipo_preparacao,preparacao,peso_bruto,peso_liq,sobra_limpa,sobra_suja,quantidade_distribuida,consumo_real,comensais_real,resto_ingesta_kg,pct_resto_ingesta,per_capita_g_comensal
P1,2026-01-08,Almoço,124,PV,Isca de Carne ao Molho Escuro,230.2,220.2,20.0,4.3,200.2,195.9,1891.0,4.3,2.147852147852148,103.59598096245372
P1,2026-01-08,Almoço,78,PB,Peixe ao M. de Peixada,184.1,200.3,0.0,0.3,200.3,200.0,1891.0,0.3,0.14977533699450823,105.7641459545214
P1,2026-01-08,Almoço,186,VEG,Estrogonofe de Grão de Bico,64.0,58.6,0.0,3.8,58.6,54.8,1891.0,3.8,6.484641638225256,28.979375991538877
P1,2026-01-08,Almoço,4,Arroz/Baião,Arroz Branco,138.2,185.2,0.0,5.7,185.2,179.5,1891.0,5.7,3.0777537796976246,94.92332099418296
P1,2026-01-08,Almoço,2,Arroz Integral,Arroz Integral,64.8,52.8,13.2,5.0,39.599999999999994,34.599999999999994,1891.0,5.0,12.626262626262626,18.2971972501322
P1,2026-01-08,Almoço,23,Feijão,Feijão de Corda,115.3,140.3,0.0,4.0,140.3,136.3,1891.0,4.0,2.8510334996436204,72.07826546800635
P1,2026-01-08,Almoço,40,Guarnição,Macarrão,212.2,234.6,0.0,3.0,234.6,231.6,1891.0,3.0,1.278772378516624,122.4748810153358
P1,2026-01-08,Almoço,142,Salada,Salada Crua,96.8,74.9,0.0,4.0,74.9,70.9,1891.0,4.0,5.340453938584779,37.493389740877845
P1,2026-01-08,Almoço,150,Sobremesa,Melão Espanhol,118.0,97.0,0.0,5.9,97.0,91.1,1891.0,5.9,6.082474226804124,48.1755684822845
P1,2026-01-08,Almoço,160,Suco,Seriguela,490.0,490.0,0.0,10.0,490.0,480.0,1891.0,10.0,2.0408163265306123,253.8339502908514
P1,2026-01-08,Almoço,169,Suco SA,Seriguela,50.0,50.0,0.0,5.0,50.0,45.0,1891.0,5.0,10.0,23.79693283976732
P1,2026-01-08,Jantar,132,PV,Suíno Acebolado,92.1,77.1,0.0,5.4,77.1,71.69999999999999,889.0,5.4,7.003891050583659,80.65241844769402
P1,2026-01-08,Jantar,64,PB,Estrogonofe de Frango,175.6,151.60000000000002,18.9,9.9,132.70000000000002,122.8,889.0,9.9,7.460437076111528,138.132733408324
P1,2026-01-08,Jantar,176,VEG,Assado de Lentilha,14.5,11.8,0.0,5.2,11.8,6.6000000000000005,889.0,5.2,44.06779661016949,7.424071991001126
P1,2026-01-08,Jantar,5,Arroz/Baião,Baião,230.4,191.4,44.1,8.7,147.3,138.60000000000002,889.0,8.7,5.90631364562118,155.90551181102364
P1,2026-01-08,Jantar,2,Arroz Integral,Arroz Integral,53.2,44.2,0.0,6.6,44.2,37.6,889.0,6.6,14.932126696832576,42.29471316085488
P1,2026-01-08,Jantar,22,Feijão,Feijão Carioca,73.9,64.9,21.6,9.4,43.300000000000004,33.900000000000006,889.0,9.4,21.709006928406467,38.132733408323965
P1,2026-01-08,Jantar,37,Guarnição,Farofa,115.1,94.1,13.4,8.2,80.69999999999999,72.49999999999999,889.0,8.2,10.161090458488228,81.55230596175477
P1,2026-01-08,Jantar,143,Salada,Vinagrete,130.5,106.5,0.0,5.5,106.5,101.0,889.0,5.5,5.164319248826291,113.61079865016872
P1,2026-01-08,Jantar,147,Sobremesa,Laranja,62.1,50.1,0.0,0.0,50.1,50.1,889.0,0.0,0.0,56.35545556805399
P1,2026-01-08,Jantar,157,Suco,Goiaba,240.0,240.0,0.0,4.0,240.0,236.0,889.0,4.0,1.6666666666666667,265.466816647919
P1,2026-01-08,Jantar,166,Suco SA,Goiaba,30.0,30.0,0.0,3.0,30.0,27.0,889.0,3.0,10.0,30.371203599550057
P1,2026-01-09,Almoço,115,PV,Dobradinha,88.9,115.3,0.0,2.0,115.3,113.3,1459.0,2.0,1.7346053772766694,77.65592871830022
P1,2026-01-09,Almoço,68,PB,Isca de Frango Acebolado,159.0,154.8,12.9,0.1,141.9,141.8,1459.0,0.1,0.07047216349541931,97.1898560657985
P1,2026-01-09,Almoço,197,VEG,Maria Isabel Vegana,60.0,30.6,0.0,6.3,30.6,24.3,1459.0,6.3,20.588235294117645,16.65524331734064
P1,2026-01-09,Almoço,4,Arroz/Baião,Arroz Branco,204.9,224.9,14.0,6.9,210.9,204.0,1459.0,6.9,3.2716927453769555,139.82179575051404
P1,2026-01-09,Almoço,2,Arroz Integral,Arroz Integral,76.5,64.5,0.0,6.0,64.5,58.5,1459.0,6.0,9.30232558139535,40.095956134338586
P1,2026-01-09,Almoço,22,Feijão,Feijão Carioca,97.3,127.9,21.3,8.0,106.60000000000001,98.6,1459.0,8.0,7.504690431519699,67.58053461274847
P1,2026-01-09,Almoço,36,Guarnição,Cuscuz,78.4,88.60000000000001,0.0,3.0,88.60000000000001,85.60000000000001,1459.0,3.0,3.3860045146726856,58.670322138451006
P1,2026-01-09,Almoço,142,Salada,Salada Crua,80.9,69.80000000000001,0.0,5.6,69.80000000000001,64.20000000000002,1459.0,5.6,8.02292263610315,44.00274160383825
P1,2026-01-09,Almoço,148,Sobremesa,Maçã,104.8,80.8,0.0,0.0,80.8,80.8,1459.0,0.0,0.0,55.38039753255654
P1,2026-01-09,Almoço,159,Suco,Manga,400.0,400.0,0.0,10.0,400.0,390.0,1459.0,10.0,2.5,267.3063742289239
P1,2026-01-09,Almoço,168,Suco SA,Manga,50.0,50.0,0.0,10.0,50.0,40.0,1459.0,10.0,20.0,27.41603838245373
P1,2026-01-09,Jantar,117,PV,Escondidinho de Carne,164.4,115.99999999999996,0.0,5.7,115.99999999999996,110.29999999999995,767.0,5.7,4.9137931034482785,143.80704041720986
P1,2026-01-09,Jantar,84,PB,Sobrecoxa Desossada,81.0,66.3,0.0,7.0,66.3,59.3,767.0,7.0,10.558069381598793,77.3142112125163
P1,2026-01-09,Jantar,180,VEG,Bolinho de Ervilha com Aveia,22.2,16.799999999999997,0.0,8.3,16.799999999999997,8.499999999999996,767.0,8.3,49.40476190476192,11.082138200782264
P1,2026-01-09,Jantar,4,Arroz/Baião,Arroz Branco,161.0,134.0,0.0,9.4,134.0,124.6,767.0,9.4,7.014925373134329,162.45110821382008
P1,2026-01-09,Jantar,2,Arroz Integral,Arroz Integral,56.8,47.8,0.0,6.2,47.8,41.6,767.0,6.2,12.97071129707113,54.23728813559321
P1,2026-01-09,Jantar,23,Feijão,Feijão de Corda,110.6,98.6,24.6,10.5,74.0,63.5,767.0,10.5,14.18918918918919,82.79009126466754
P1,2026-01-09,Jantar,38,Guarnição,Farofa Branca com Soja,90.5,72.5,0.0,7.7,72.5,64.8,767.0,7.7,10.620689655172413,84.48500651890483
P1,2026-01-09,Jantar,142,Salada,Salada Crua,52.7,31.7,0.0,6.1,31.7,25.599999999999994,767.0,6.1,19.242902208201894,33.376792698826584
P1,2026-01-09,Jantar,152,Sobremesa,Tangerina,67.3,55.30000000000001,0.0,8.4,55.30000000000001,46.90000000000001,767.0,8.4,15.189873417721516,61.14732724902218
P1,2026-01-09,Jantar,158,Suco,Graviola,210.0,210.0,0.0,5.0,210.0,205.0,767.0,5.0,2.380952380952381,267.27509778357233
P1,2026-01-09,Jantar,167,Suco SA,Graviola,30.0,30.0,0.0,2.0,30.0,28.0,767.0,2.0,6.666666666666667,36.50586701434159
P1,2026-01-12,Almoço,130,PV,Picadinho com Legumes,237.9,249.3,20.7,15.1,228.60000000000002,213.50000000000003,1803.0,15.1,6.605424321959755,118.41375485302277
P1,2026-01-12,Almoço,81,PB,Sobrecoxa Assada,196.3,180.9,0.0,4.9,180.9,176.0,1803.0,4.9,2.7086788280818133,97.6150859678314
P1,2026-01-12,Almoço,183,VEG,Curry de lentilha,30.0,24.6,0.0,8.7,24.6,15.900000000000002,1803.0,8.7,35.36585365853658,8.818635607321132
P1,2026-01-12,Almoço,4,Arroz/Baião,Arroz Branco,210.6,224.40000000000003,13.2,11.2,211.20000000000005,200.00000000000009,1803.0,11.2,5.303030303030302,110.92623405435388
P1,2026-01-12,Almoço,2,Arroz Integral,Arroz Integral,58.4,46.400000000000006,0.0,8.3,46.400000000000006,38.10000000000001,1803.0,8.3,17.887931034482758,21.13144758735441
P1,2026-01-12,Almoço,22,Feijão,Feijão Carioca,217.1,232.3,21.1,10.1,211.20000000000002,201.1,1803.0,10.1,4.782196969696969,111.53632834165282
P1,2026-01-12,Almoço,37,Guarnição,Farofa,81.3,92.7,13.2,11.9,79.5,67.59999999999998,1803.0,11.9,14.968553459119496,37.4930671103716
P1,2026-01-12,Almoço,142,Salada,Salada Crua,104.3,89.6,5.9,5.1,83.69999999999999,78.6,1803.0,5.1,6.093189964157706,43.59400998336106
P1,2026-01-12,Almoço,146,Sobremesa,Banana,108.3,87.3,0.0,2.9,87.3,84.39999999999999,1803.0,2.9,3.3218785796105386,46.81087077093732
P1,2026-01-12,Almoço,159,Suco,Manga,480.0,480.0,0.0,8.0,480.0,472.0,1803.0,8.0,1.6666666666666667,261.7859123682751
P1,2026-01-12,Almoço,168,Suco SA,Manga,50.0,50.0,0.0,15.0,50.0,35.0,1803.0,15.0,30.0,19.412090959511925
P1,2026-01-12,Jantar,123,PV,Isca de Carne ao M. Tomate,112.7,97.7,0.0,10.3,97.7,87.4,833.0,10.3,10.542476970317297,104.921968787515
P1,2026-01-12,Jantar,61,PB,Cubos de Frango com Ervas,96.4,81.4,16.2,8.7,65.2,56.5,833.0,8.7,13.343558282208587,67.82713085234094
P1,2026-01-12,Jantar,205,VEG,Salpicão vegano,36.2,27.4,0.0,5.3,27.4,22.1,833.0,5.3,19.34306569343066,26.53061224489796
P1,2026-01-12,Jantar,4,Arroz/Baião,Arroz Branco,174.0,147.0,0.0,10.9,147.0,136.1,833.0,10.9,7.414965986394558,163.38535414165665
P1,2026-01-12,Jantar,2,Arroz Integral,Arroz Integral,42.9,36.9,0.0,0.1,36.9,36.8,833.0,0.1,0.2710027100271003,44.17767106842737
P1,2026-01-12,Jantar,23,Feijão,Feijão de Corda,122.2,110.2,25.0,5.7,85.2,79.49999999999999,833.0,5.7,6.690140845070422,95.43817527010802
P1,2026-01-12,Jantar,44,Guarnição,Purê,176.6,155.6,0.0,9.3,155.6,146.29999999999998,833.0,9.3,5.976863753213369,175.6302521008403
P1,2026-01-12,Jantar,142,Salada,Salada Crua,74.3,52.70000000000001,0.0,2.9,52.70000000000001,49.80000000000001,833.0,2.9,5.502846299810246,59.78391356542619
P1,2026-01-12,Jantar,145,Sobremesa,Abacaxi,38.1,32.1,0.0,0.0,32.1,32.1,833.0,0.0,0.0,38.53541416566627
P1,2026-01-12,Jantar,154,Suco,Acerola,230.0,230.0,0.0,2.0,230.0,228.0,833.0,2.0,0.8695652173913043,273.7094837935174
P1,2026-01-12,Jantar,163,Suco SA,Acerola,30.0,30.0,0.0,5.0,30.0,25.0,833.0,5.0,16.666666666666664,30.012004801920767
P1,2026-01-13,Almoço,108,PV,Cubo suíno acebolado,125.0,118.8,0.0,0.0,118.8,118.8,1923.0,0.0,0.0,61.77847113884556
P1,2026-01-13,Almoço,51,PB,Creme de Frango,268.3,277.90000000000003,0.0,1.0,277.90000000000003,276.90000000000003,1923.0,1.0,0.3598416696653472,143.99375975039004
P1,2026-01-13,Almoço,201,VEG,Refogado de Lentilha,27.0,21.6,0.0,4.9,21.6,16.700000000000003,1923.0,4.9,22.685185185185187,8.684347373894958
P1,2026-01-13,Almoço,5,Arroz/Baião,Baião,268.9,283.5,14.9,8.6,268.6,260.0,1923.0,8.6,3.201787043931496,135.20540821632866
P1,2026-01-13,Almoço,2,Arroz Integral,Arroz Integral,62.3,50.3,0.0,5.0,50.3,45.3,1923.0,5.0,9.940357852882704,23.556942277691107
P1,2026-01-13,Almoço,23,Feijão,Feijão de Corda,70.3,61.3,20.4,4.1,40.9,36.8,1923.0,4.1,10.02444987775061,19.136765470618823
P1,2026-01-13,Almoço,43,Guarnição,Macaxeira Refogada,154.5,186.5,30.8,5.0,155.7,150.7,1923.0,5.0,3.211303789338472,78.36713468538741
P1,2026-01-13,Almoço,142,Salada,Salada Crua,113.0,134.9,8.9,5.0,126.0,121.0,1923.0,5.0,3.968253968253968,62.92251690067603
P1,2026-01-13,Almoço,149,Sobremesa,Melancia,120.1,96.1,0.0,0.0,96.1,96.1,1923.0,0.0,0.0,49.9739989599584
P1,2026-01-13,Almoço,161,Suco,Tamarindo,510.0,510.0,0.0,50.0,510.0,460.0,1923.0,50.0,9.803921568627452,239.2095683827353
P1,2026-01-13,Almoço,170,Suco SA,Tamarindo,60.0,60.0,0.0,20.0,60.0,40.0,1923.0,20.0,33.33333333333333,20.80083203328133
P1,2026-01-13,Jantar,100,PV,Carne Moída à Bolonhesa,123.6,108.6,21.72,6.7,86.88,80.18,859.0,6.7,7.711786372007367,93.34109429569268
P1,2026-01-13,Jantar,84,PB,Sobrecoxa Desossada,89.4,71.4,0.0,8.2,71.4,63.2,859.0,8.2,11.484593837535012,73.57392316647264
P1,2026-01-13,Jantar,190,VEG,Hambúrguer de Soja,23.0,17.6,0.0,7.5,17.6,10.1,859.0,7.5,42.61363636363636,11.757857974388829
P1,2026-01-13,Jantar,4,Arroz/Baião,Arroz Branco,97.3,79.3,0.0,3.3,79.3,76.0,859.0,3.3,4.16141235813367,88.47497089639116
P1,2026-01-13,Jantar,2,Arroz Integral,Arroz Integral,30.6,24.6,0.0,8.7,24.6,15.900000000000002,859.0,8.7,35.36585365853658,18.50989522700815
P1,2026-01-13,Jantar,22,Feijão,Feijão Carioca,95.7,83.7,0.0,9.0,83.7,74.7,859.0,9.0,10.75268817204301,86.9615832363213
P1,2026-01-13,Jantar,40,Guarnição,Macarrão,109.8,91.8,0.0,9.3,91.8,82.50000000000001,859.0,9.3,10.130718954248367,96.0419091967404
P1,2026-01-13,Jantar,142,Salada,Salada Crua,50.7,31.8,0.0,5.0,31.8,26.8,859.0,5.0,15.723270440251572,31.19906868451688
P1,2026-01-13,Jantar,148,Sobremesa,Maçã,48.9,39.9,0.0,4.5,39.9,35.4,859.0,4.5,11.278195488721805,41.21071012805588
P1,2026-01-13,Jantar,155,Suco,Caju,210.0,210.0,0.0,5.0,210.0,205.0,859.0,5.0,2.380952380952381,238.64959254947613
P1,2026-01-13,Jantar,164,Suco SA,Caju,30.0,30.0,0.0,2.0,30.0,28.0,859.0,2.0,6.666666666666667,32.59604190919674
P1,2026-01-14,Almoço,119,PV,Feijoada,367.1,365.2000000000001,0.0,12.3,365.2000000000001,352.90000000000003,1857.0,12.3,3.36801752464403,190.03769520732368
P1,2026-01-14,Almoço,91,PB,Sobrecoxa com Gergelim,244.3,245.4,0.0,3.1,245.4,242.3,1857.0,3.1,1.263243683781581,130.47926763597198
P1,2026-01-14,Almoço,198,VEG,Moqueca Vegetariana,41.5,35.8,0.0,4.9,35.8,30.9,1857.0,4.9,13.68715083798883,16.63974151857835
P1,2026-01-14,Almoço,4,Arroz/Baião,Arroz Branco,273.8,305.1,0.0,8.7,305.1,296.40000000000003,1857.0,8.7,2.851524090462143,159.6122778675283
P1,2026-01-14,Almoço,2,Arroz Integral,Arroz Integral,69.7,57.7,0.0,10.3,57.7,47.400000000000006,1857.0,10.3,17.85095320623917,25.525040387722136
P1,2026-01-14,Almoço,22,Feijão,Feijão Carioca,166.2,145.2,0.0,8.8,145.2,136.39999999999998,1857.0,8.8,6.060606060606061,73.4518039849219
P1,2026-01-14,Almoço,38,Guarnição,Farofa Branca com Soja,133.4,109.4,0.0,12.1,109.4,97.3,1857.0,12.1,11.06032906764168,52.39633817986
P1,2026-01-14,Almoço,142,Salada,Salada Crua,105.8,85.29999999999998,0.0,6.1,85.29999999999998,79.19999999999999,1857.0,6.1,7.151230949589685,42.64943457189014
P1,2026-01-14,Almoço,147,Sobremesa,Laranja,109.3,88.3,0.0,0.0,88.3,88.3,1857.0,0.0,0.0,47.549811523963385
P1,2026-01-14,Almoço,154,Suco,Acerola,530.0,530.0,0.0,5.0,530.0,525.0,1857.0,5.0,0.9433962264150944,282.7140549273021
P1,2026-01-14,Almoço,163,Suco SA,Acerola,50.0,50.0,0.0,4.0,50.0,46.0,1857.0,4.0,8.0,24.771136241249327
P1,2026-01-14,Jantar,133,PV,Suíno ao M. Escuro,91.7,79.7,0.0,0.0,79.7,79.7,812.0,0.0,0.0,98.15270935960592
P1,2026-01-14,Jantar,68,PB,Isca de Frango Acebolado,85.5,70.5,17.1,1.1,53.4,52.3,812.0,1.1,2.059925093632959,64.4088669950739
P1,2026-01-14,Jantar,199,VEG,Panqueca Vegana ao Molho Branco,32.7,23.9,0.0,3.2,23.9,20.700000000000003,812.0,3.2,13.389121338912135,25.492610837438427
P1,2026-01-14,Jantar,4,Arroz/Baião,Arroz Branco,158.7,131.7,39.06,4.2,92.63999999999999,88.43999999999998,812.0,4.2,4.533678756476685,108.91625615763544
